"","Road","Number_of_Fees(sheet/day)","Total_Parking_Hours(hours/day)","Number_of_Parking_Space","Hours_per_sheet","Time_Start","Time_End","Interval","Space_efficiency"
"973","中正路",80.4308357348703,105.772334293948,117.798270893372,1.31507192891309,"09:00","17:00",8,"11.2%"
"974","中正路A",38.8327137546468,62.5260223048327,27.7239776951673,1.61013785180931,"09:00","17:00",8,"28.2%"
"975","忠誠路二段",161.781390134529,255.54932735426,166.514573991031,1.5795965601591,"09:00","17:00",8,"19.2%"
"976","忠誠路一段",114.582599118943,183.696035242291,128.492290748899,1.60317567112965,"09:00","17:00",8,"17.9%"
"977","忠孝東路二段",31.4154135338346,25.4304511278195,36.0789473684211,0.80948961885957,"12:00","20:00",8,"8.8%"
"978","忠孝東路二段134巷",19.4484536082474,31.7126288659794,9.14175257731959,1.63059899284389,"07:00","20:00",13,"26.7%"
"979","忠孝東路三段",67.6885553470919,53.6135084427767,113.388367729831,0.792061644215311,"12:00","20:00",8,"5.9%"
"980","忠孝東路三段251巷",34.779381443299,72.0989690721649,22.4371134020619,2.07303770452929,"13:00","20:00",7,"45.9%"
"981","忠孝東路五段",73.1355102040816,112.904489795918,60.8383673469388,1.54377113772589,"07:00","20:00",13,"14.3%"
"982","忠孝東路五段236巷27弄",27.767816091954,65.0965517241379,25.4068965517241,2.34431658249855,"07:00","20:00",13,"19.7%"
"983","忠孝東路五段236巷45弄",11.583908045977,25.9103448275862,5.13103448275862,2.23675332407224,"07:00","20:00",13,"38.8%"
"984","忠孝東路五段236巷57弄",18.8942528735632,41.2114942528736,12.7310344827586,2.18116559192116,"07:00","20:00",13,"24.9%"
"985","忠孝東路五段372巷28弄",27.7464183381089,64.4025787965616,18.8295128939828,2.3211132338514,"07:00","09:00",2,"171.0%"
"986","忠孝西路二段",71.0590038314176,125.990038314176,88.5026819923372,1.77303411982919,"09:00","17:00",8,"17.8%"
"987","忠孝西路二段16巷",77.9345622119816,80.5677419354839,41.16866359447,1.03378705992266,"09:00","21:00",12,"16.3%"
"988","忠孝西路橋下",17.9412442396313,49.1278801843318,16.2603686635945,2.73826494573942,"09:00","17:00",8,"37.8%"
"989","忠孝西路一段(機車計次)A",137.184331797235,137.184331797235,207.760368663594,1,"09:00","17:00",8,"8.3%"
"990","忠孝西路一段(機車計次)B",117.242494226328,117.242494226328,123.856812933025,1,"09:00","17:00",8,"11.8%"
"991","忠孝西路一段三角窗（機車計次）",59.6418604651163,59.6418604651163,111.488372093023,1,"09:00","17:00",8,"6.7%"
"992","忠義街",63.2531914893617,88.6510638297872,73.4510638297872,1.40152712839315,"09:00","17:00",8,"15.1%"
"993","重慶北路3段223巷",9.47126436781609,13.4022988505747,5.62068965517241,1.41504854368932,"09:00","17:00",8,"29.8%"
"994","重慶北路4段",67.2579034941764,115.481697171381,102.259567387687,1.71699816931374,"09:00","17:00",8,"14.1%"
"995","重慶北路三段",42.5379417879418,45.7759875259875,50.5509355509355,1.07612135430031,"09:00","17:00",8,"11.3%"
"996","重慶北路一段",19.0967213114754,12.2409836065574,6.88032786885246,0.640999227401494,"09:00","17:00",8,"22.2%"
"997","重慶南路二段8巷",5.29787234042553,10.531914893617,11.063829787234,1.98795180722892,"09:00","17:00",8,"11.9%"
"998","重慶南路一段126巷",4.1023720349563,6.19725343320849,1.86766541822722,1.51065124771759,"09:00","17:00",8,"41.5%"
"999","重慶南路一段136巷（累進計時）",63.9016393442623,74.8571428571429,59.3044496487119,1.17144323096093,"09:00","17:00",8,"15.8%"
"1000","重慶南路一段B",142.093348891482,142.093348891482,126.595099183197,1,"07:00","20:00",13,"8.6%"
"1001","重慶南路一段C",3.57096774193548,7.86451612903226,1.09677419354839,2.20234869015357,"09:00","17:00",8,"89.6%"
"1002","重陽路",150.746774193548,358.829032258065,266.315322580645,2.38034302344243,"07:00","20:00",13,"10.4%"
"1003","重陽路125巷",17.1245283018868,33.0465408805031,41.2138364779874,1.92977816953136,"09:00","17:00",8,"10.0%"
"1004","重陽路187巷",11.501329787234,24.1968085106383,27.1183510638298,2.10382703202682,"09:00","17:00",8,"11.2%"
"1005","重陽路57巷",26.202380952381,67.8690476190476,55.3571428571429,2.59018627896411,"09:00","17:00",8,"15.3%"
"1006","洲美快速道路橋下(大客車)",2.67901234567901,3.84362139917695,19.1851851851852,1.4347158218126,"09:00","17:00",8,"2.5%"
"1007","洲子街A",100.124137931034,146.974712643678,127.618390804598,1.46792487486798,"09:00","17:00",8,"14.4%"
"1008","洲子街B(機車)",311.795402298851,268.898850574713,379.471264367816,0.862420832995407,"09:00","17:00",8,"8.9%"
"1009","朱崙街",132.302040816327,249.195102040816,117.351836734694,1.88353180724378,"07:00","20:00",13,"16.3%"
"1010","珠海路",36.9027777777778,36.9027777777778,91.1805555555556,1,"09:00","17:00",8,"5.1%"
"1011","莊敬路",171.073841319717,260.300078554595,111.052631578947,1.52156563824463,"07:00","20:00",13,"18.0%"
"1012","莊敬路239巷",3.89942196531792,8.80578034682081,2.03699421965318,2.25822709753928,"09:00","17:00",8,"54.0%"
"1013","莊敬路325巷45弄",52.583908045977,105.377011494253,76.9931034482759,2.00397831599196,"09:00","17:00",8,"17.1%"
