"","Road","Number_of_Fees(sheet/day)","Total_Parking_Hours(hours/day)","Number_of_Parking_Space","Hours_per_sheet","Time_Start","Time_End","Interval","Space_efficiency"
"735","西寧南路B",43.8377329192547,100.376552795031,66.4635093167702,2.28972955740928,"09:00","17:00",8,"18.9%"
"736","西園路二段",39.6586206896552,69.0862068965517,43.2804597701149,1.74202243283193,"09:00","17:00",8,"20.0%"
"737","西園路二段(仁濟公園周邊)",4.51282051282051,6.92074592074592,5.01398601398601,1.53357438016529,"09:00","17:00",8,"17.3%"
"738","西園路一段",47.646,81.17,54.9813333333333,1.70360575914033,"09:00","17:00",8,"18.5%"
"739","仙岩路",68.82,114.86,89.6,1.66899157221738,"09:00","17:00",8,"16.0%"
"740","襄陽路",35.8139534883721,35.8139534883721,32,1,"09:00","17:00",8,"14.0%"
"741","向陽路",9.35802469135803,15.738683127572,8.32510288065844,1.68183817062445,"09:00","17:00",8,"23.6%"
"742","向陽路(圓環周邊)",15.9172413793103,35.3448275862069,24.6045977011494,2.22053726169844,"09:00","17:00",8,"18.0%"
"743","向陽路162巷",20.8875,44.34,33.05,2.12280071813285,"09:00","17:00",8,"16.8%"
"744","小北街",31.4965517241379,58.848275862069,27.632183908046,1.86840376614846,"09:00","17:00",8,"26.6%"
"745","辛亥路7段",16.28,29.56,41.36,1.81572481572482,"09:00","17:00",8,"8.9%"
"746","辛亥路二段A",65.3091954022989,110.893103448276,41.835632183908,1.69797074922121,"07:00","20:00",13,"20.4%"
"747","辛亥路二段B",30.1585268214572,72.115292233787,26.261809447558,2.39120739088882,"09:00","17:00",8,"34.3%"
"748","辛亥路三段157巷",32.3827586206897,66.0724137931035,34.7413793103448,2.0403577893728,"09:00","17:00",8,"23.8%"
"749","辛亥路一段",128.170161290323,230.115322580645,94.6685483870968,1.79538919405277,"07:00","20:00",13,"18.7%"
"750","辛亥橋下",123.068965517241,287.906896551724,146.609195402299,2.33939478845615,"07:00","21:30",14.5,"13.5%"
"751","新東街",69.8581661891117,104.607449856734,80.5601719197708,1.4974262217756,"07:00","20:00",13,"10.0%"
"752","新光路1段",62.92,96.88,24.3,1.53973299427845,"09:00","17:00",8,"49.8%"
"753","新光路二段A",24.1416490486258,5.92600422832981,27.6490486257928,0.245468079516595,"11:00","14:00",3,"7.1%"
"754","新光路二段B",19.5526579739218,26.3149448345035,24.1985957873621,1.34585000512978,"09:00","17:00",8,"13.6%"
"755","新光路二段C",369.56862745098,134.013071895425,633.477124183006,0.36262026032824,"09:00","17:00",8,"2.6%"
"756","新湖1路128巷",93.9057471264368,108.958620689655,111.363218390805,1.16029768170579,"09:00","17:00",8,"12.2%"
"757","新湖1路36巷",33.6945945945946,76.8324324324324,32.9864864864865,2.2802598860993,"09:00","17:00",8,"29.1%"
"758","新湖1路A",115.95652173913,192.231884057971,212.869565217391,1.65779277590301,"09:00","17:00",8,"11.3%"
"759","新湖1路B",83.6521739130435,133.36231884058,333.478260869565,1.59424809424809,"09:00","17:00",8,"5.0%"
"760","新湖2路A",89.0344827586207,116.913793103448,148.275862068966,1.31312935708753,"09:00","17:00",8,"9.9%"
"761","新湖2路B",118.855072463768,181.072463768116,186.434782608696,1.52347274722595,"09:00","17:00",8,"12.1%"
"762","新湖二路",245.625683060109,428.068306010929,427.021857923497,1.74276688283518,"09:00","17:00",8,"12.5%"
"763","新湖二路146巷",46.2850574712644,77.7264367816092,35.5103448275862,1.67929869871859,"09:00","17:00",8,"27.4%"
"764","新湖二路191巷",34.0988505747126,82.3770114942529,34.2873563218391,2.4158295692038,"11:00","17:00",6,"40.0%"
"765","新湖二路250巷",31.6022988505747,79.4298850574713,23.2413793103448,2.51342111006038,"09:00","17:00",8,"42.7%"
"766","新湖二路282巷",7.09478672985782,12.0284360189573,48.5023696682464,1.69539078156313,"09:00","17:00",8,"3.1%"
"767","新湖二路295巷",12.7769953051643,20.5070422535211,22.7957746478873,1.60499724416682,"09:00","17:00",8,"11.2%"
"768","新湖三路",160.494252873563,260.193103448276,437.786206896552,1.62119888276158,"09:00","17:00",8,"7.4%"
"769","新湖三路219巷(無名巷三)",37.1632183908046,106.928735632184,36.735632183908,2.87727328962019,"09:00","17:00",8,"36.4%"
"770","新湖一路",252.833333333333,481.371584699454,695.060109289617,1.90390870678756,"09:00","17:00",8,"8.7%"
"771","新湖一路339巷",12.9585492227979,24.0673575129534,23.3419689119171,1.85725709716114,"10:00","16:00",6,"17.2%"
"772","新湖一路358巷及27弄",25.4068965517241,48.832183908046,31.1471264367816,1.92200506695621,"11:00","17:00",6,"26.1%"
"773","新民街",17.4904306220096,31.7452153110048,12.9078947368421,1.8150047873068,"07:00","20:00",13,"18.9%"
"774","新明路",97.248322147651,187.127516778523,135.785234899329,1.92422360248447,"09:00","17:00",8,"17.2%"
"775","新生北路1段兩側",156.05046728972,125.994392523364,97.6336448598131,0.80739516331884,"07:00","20:00",13,"9.9%"
"776","新生北路二段28巷",15.7949080622348,25.960396039604,8.02121640735502,1.64359272857527,"07:00","20:00",13,"24.9%"
"777","新生北路橋下外圍",186.992890995261,358.092417061611,228.052132701422,1.91500551253944,"07:00","20:00",13,"12.1%"
"778","新生北路三段",31.5218390804598,61.6344827586207,82.0114942528736,1.95529463243874,"09:00","17:00",8,"9.4%"
"779","新生北路三段Y00",10.3310185185185,17.9050925925926,19.3541666666667,1.73313914407349,"09:00","17:00",8,"11.6%"
"780","新生北路三段Z00",3.07977207977208,5.97720797720798,1.21937321937322,1.94079555966698,"07:00","20:00",13,"37.7%"
"781","新生北路一段",42.7700831024931,57.3573407202216,23.6620498614958,1.3410621761658,"07:00","21:00",14,"17.3%"
"782","新生北橋側",155.371732817038,324.326234269119,141.298160696999,2.08742110542745,"07:00","18:00",11,"20.9%"
"783","新生北橋下A(六)",393.124501992032,823.947211155378,406.177290836653,2.09589381221545,"00:00","23:59",24,"8.5%"
"784","新生北橋下A(七)",166.783864541833,333.389442231076,171.413346613546,1.99893103057014,"07:00","22:00",15,"13.0%"
"785","新生北橋下B(四)",101.632470119522,223.558764940239,103.651394422311,2.19967855427827,"00:00","23:59",24,"9.0%"
"786","新生北橋下B(五)",88.0836653386454,186.573705179283,54.2699203187251,2.1181419331494,"00:00","23:59",24,"14.3%"
"787","新生北橋下C(二)",69.8854581673307,167.790836653386,79.2878486055777,2.40094063992019,"07:00","22:00",15,"14.1%"
"788","新生北橋下C(三)",59.0109561752988,131.438247011952,54.109561752988,2.22735328371057,"07:00","21:30",14.5,"16.8%"
"789","新生北橋下D(一)",352.809760956175,792.403386454183,457.18625498008,2.24597920507254,"07:00","21:30",14.5,"12.0%"
"790","新生廣場A",100.998007968127,160.865537848606,78.3247011952191,1.59275951164671,"07:00","21:00",14,"14.7%"
"791","新生南路三段",29.5106928999145,37.4910179640719,13.426005132592,1.27042147370862,"09:00","17:00",8,"34.9%"
"792","新生南路一段",99.7415730337079,80.0205992509363,83.1423220973783,0.802279298561826,"12:00","20:00",8,"12.0%"
"793","新行一機車平面停車場",42.875,21.1875,196.25,0.494169096209913,"09:00","20:00",11,"1.0%"
"794","新中街",95.1051724137931,150.096551724138,96.298275862069,1.5782164935371,"07:00","20:00",13,"12.0%"
"795","新中街52巷",29.5,162,44,5.49152542372881,"09:00","17:00",8,"46.0%"
"796","信安街",63.1583264971288,151.876948318294,84.1205906480722,2.40470190933888,"09:00","17:00",8,"22.6%"
"797","信陽街（機車計次）",203.344110854503,203.344110854503,174,1,"09:00","17:00",8,"14.6%"
"798","信義路二段",53.6755485893417,70.9670846394984,38.6645768025078,1.32214921886407,"09:00","17:00",8,"22.9%"
"799","信義路二段44巷",8.58885542168675,13.4322289156626,7.38253012048193,1.56391372961599,"09:00","17:00",8,"22.7%"
"800","信義路四段186巷",63.4459770114943,142.788505747126,40.6045977011494,2.25055255625204,"07:00","20:00",13,"27.1%"
"801","信義路四段199巷",24.0758620689655,50.2574712643678,19.2873563218391,2.08746300009548,"09:00","17:00",8,"32.6%"
"802","信義路五段150巷",59.5126436781609,135.645977011494,87.5172413793103,2.27927997527812,"09:00","17:00",8,"19.4%"
"803","信義路五段150巷401弄",67.785028790787,194.9443378119,124.003838771593,2.87592026277042,"09:00","17:00",8,"19.7%"
"804","信義路五段150巷平面",12.835838150289,33.2208092485549,22.957225433526,2.58812933441412,"09:00","17:00",8,"18.1%"
"805","信義路五段91巷(含12弄及15弄)",10.1576354679803,22.3349753694581,5.3128078817734,2.1988360814743,"07:00","20:00",13,"32.3%"
"806","星雲街",67.3333333333333,133.640350877193,81.7017543859649,1.98475768629495,"09:00","17:00",8,"20.4%"
"807","行愛路",124.542528735632,175.859770114943,257.56091954023,1.41204592439457,"09:00","17:00",8,"8.5%"
"808","行愛路141巷",66.9264367816092,129.983908045977,102.55632183908,1.94219077388108,"09:00","17:00",8,"15.8%"
"809","行愛路77巷",68.2781609195402,119.28275862069,84.135632183908,1.74701188512171,"09:00","17:00",8,"17.7%"
"810","行愛路78巷",48.6114942528736,104.664367816092,59.1609195402299,2.15307859642486,"10:00","17:00",7,"25.3%"
"811","行善路",112.988505747126,224.193103448276,129.731034482759,1.98421159715158,"09:00","17:00",8,"21.6%"
"812","行善路111巷",28.56,63.93,33.15,2.23844537815126,"09:00","17:00",8,"24.1%"
"813","行善路168巷",49.794930875576,132.193548387097,79.9032258064516,2.65475915043265,"09:00","17:00",8,"20.7%"
"814","行善路48巷",33.5264367816092,82.1264367816092,34.8505747126437,2.44960230389468,"09:00","17:00",8,"29.5%"
"815","行善路59巷20弄",15.18,39.26,18.4,2.5862977602108,"09:00","17:00",8,"26.7%"
"816","行善路59巷40弄",22.7,54.48,29.76,2.4,"09:00","17:00",8,"22.9%"
"817","行一大客車平面停車場",202.283088235294,178.080882352941,41.6139705882353,0.880354773631886,"00:00","23:59",24,"17.8%"
"818","行一機車平面停車場",210.975982532751,181.585152838428,454.92576419214,0.860691111180105,"00:00","23:59",24,"1.7%"
"819","行忠路",149.864367816092,284.944827586207,508.142528735632,1.90135141353868,"09:00","17:00",8,"7.0%"
"820","行忠路(大型車)",10.2409638554217,9.33734939759036,14.7759036144578,0.911764705882353,"09:00","17:00",8,"7.9%"
"821","行忠路28巷",46.8294930875576,77.0391705069124,44.9308755760369,1.64509938988388,"09:00","17:00",8,"21.4%"
"822","行忠路66巷",15.108545034642,27.2540415704388,24.4226327944573,1.80388260470804,"09:00","17:00",8,"13.9%"
"823","行忠路72巷",13.4837209302326,23.553488372093,29.8395348837209,1.74680924456709,"09:00","17:00",8,"9.9%"
"824","興安街Y00",6.28143021914648,15.3483275663206,2.03921568627451,2.44344473007712,"07:00","20:00",13,"57.9%"
"825","興安街Z00",163.955484896661,253.950715421304,121.383942766296,1.54890039562485,"07:00","20:00",13,"16.1%"
"826","興東街",9.46629213483146,16.2879213483146,6.88623595505618,1.72062314540059,"09:00","17:00",8,"29.6%"
"827","興華路",40.408,41.288,36.9093333333333,1.02177786576915,"09:00","17:00",8,"14.0%"
"828","興隆路2段",42.1014492753623,59.731884057971,65.0289855072464,1.41876075731497,"09:00","21:00",12,"7.7%"
"829","興隆路3段",66.3492063492064,112.031746031746,79.4761904761905,1.68851674641148,"09:00","17:00",8,"17.6%"
"830","興隆路4段",86.7876712328767,132.27397260274,104.246575342466,1.52411017283561,"09:00","17:00",8,"15.9%"
"831","興隆路一段",81.6208791208791,135.984615384615,120.412087912088,1.66605183439919,"09:00","17:00",8,"14.1%"
"832","興義街",50.6344827586207,104.714942528736,67.7919540229885,2.0680559338963,"10:00","16:00",6,"25.7%"
"833","興中路",50.8373015873016,68.4801587301587,77.2202380952381,1.34704550776676,"09:00","17:00",8,"11.1%"
"834","興中路12巷",56.1011494252874,56.9586206896552,41.8022988505747,1.0152843796099,"07:00","20:00",13,"10.5%"
"835","興中路28巷",45.1471264367816,57.1793103448276,58.0505747126437,1.266510514792,"09:00","17:00",8,"12.3%"
"836","興中路44巷",22.6919540229885,30.2873563218391,31.9172413793103,1.33471786039915,"09:00","17:00",8,"11.9%"
"837","興中路56巷",1.125,1.125,1,1,"09:00","17:00",8,"14.1%"
"838","秀明路1段",68.95,127.8,184.47,1.8535170413343,"09:00","17:00",8,"8.7%"
"839","秀明路2段",29.78,62.79,41.61,2.10846205507052,"09:00","17:00",8,"18.9%"
"840","秀山路",10.75,10.75,36.8333333333333,1,"09:00","17:00",8,"3.6%"
"841","徐州路",317.42183908046,557.944827586207,276.63908045977,1.75773925701684,"07:00","20:00",13,"15.5%"
"842","許昌街（含機車）",143.210650887574,143.289940828402,112.169230769231,1.00055365952418,"09:00","17:00",8,"16.0%"
"843","延吉街",81.7461300309597,158.273219814241,54.2832817337461,1.9361555067414,"07:00","20:00",13,"22.4%"
"844","延平北路4段294巷",13.6782407407407,26.3865740740741,69.7731481481482,1.92909121678795,"09:00","17:00",8,"4.7%"
"845","延平北路4至5段1巷",66.9425287356322,104.087356321839,206.813793103448,1.55487637362637,"09:00","17:00",8,"6.3%"
"846","延平北路6段",10.5555555555556,18.0555555555556,14.7777777777778,1.71052631578947,"09:00","17:00",8,"15.3%"
"847","延平北路四段",49.6194523135033,90.1463644948064,85.0018885741265,1.81675452452091,"09:00","17:00",8,"13.3%"
"848","延平北路五段1巷廣場",70.3563218390805,202.773563218391,269.475862068966,2.88209442901487,"09:00","17:00",8,"9.4%"
"849","延平南路A（累進計時）",91.7161572052402,161.613537117904,84.7554585152838,1.76210541351236,"07:00","20:00",13,"14.7%"
"850","延平南路B（計時）",137.285057471264,153.402298850575,113.108045977011,1.11739982250205,"09:00","17:00",8,"17.0%"
"851","延平南路C（含機車）",376.31067961165,376.398058252427,404.038834951456,1.00023219814241,"09:00","17:00",8,"11.6%"
"852","延壽街314巷",20.8709677419355,40.1543778801843,21.5898617511521,1.92393464340914,"09:00","17:00",8,"23.2%"
"853","延壽街330巷",24.8942528735632,57.7402298850575,29.1310344827586,2.3194200757226,"09:00","17:00",8,"24.8%"
"854","延壽街330巷16弄",10.2725173210162,29.0300230946882,10.7782909930716,2.82598920863309,"09:00","17:00",8,"33.7%"
"855","延壽街330巷7弄",10.3034482758621,23.216091954023,5.69655172413793,2.25323516287372,"09:00","17:00",8,"50.9%"
"856","延壽街330巷8弄",17.2281105990783,44.7995391705069,22.0967741935484,2.60037448174401,"09:00","17:00",8,"25.3%"
"857","延壽街72巷",38.0472350230415,86.7615207373272,56.8951612903226,2.28036336109008,"09:00","17:00",8,"19.1%"
"858","延壽街A",31.9363228699552,67.229596412556,32.4807174887892,2.10511387570558,"07:00","20:00",13,"15.9%"
"859","延壽街B",132.238405207486,235.405207485761,172.659072416599,1.78015764116637,"09:00","17:00",8,"17.0%"
"860","研究院路1段101巷",34.8896551724138,74.1954022988506,269.12183908046,2.12657310403901,"09:00","17:00",8,"3.4%"
"861","陽光街",43.35,92.94,63.62,2.1439446366782,"09:00","17:00",8,"18.3%"
"862","陽光街252巷",27.7029379760609,38.9858541893362,46.9738846572361,1.40728229702659,"10:00","17:00",7,"11.9%"
"863","陽光街321巷",96.5310344827586,143.419540229885,174.816091954023,1.48573503846062,"09:00","17:00",8,"10.3%"
"864","陽光街345巷",41.683908045977,42.1229885057471,75.8413793103448,1.0105335723149,"09:00","17:00",8,"6.9%"
"865","陽光街365巷",61.1862068965517,62.4804597701149,140.341379310345,1.02115269011121,"09:00","17:00",8,"5.6%"
"866","一江街A",73.5505747126437,138.183908045977,44.248275862069,1.8787604119458,"07:00","20:00",13,"24.0%"
"867","一江街B",25.5263157894737,39.3536842105263,13.4947368421053,1.54169072164948,"07:00","20:00",13,"22.4%"
"868","伊通街A",25.5335515548282,44.4410801963993,12.2610474631751,1.74049740401256,"07:00","19:00",12,"30.2%"
"869","伊通街B",44.2045977011494,81.4551724137931,24.1379310344828,1.84268552706849,"07:00","20:00",13,"26.0%"
"870","伊通街C",50.3379310344828,96.3977011494253,28,1.91501118874732,"07:00","20:00",13,"26.5%"
"871","逸仙公園西側無名巷",117.465437788018,117.465437788018,120.735023041475,1,"09:00","17:00",8,"12.2%"
"872","迎風廣場平面",27.0886469673406,11.5085536547434,235.533437013997,0.424847858537146,"09:00","17:00",8,"0.6%"
"873","迎風廣場七號水門堤外平面大車停車場",10.6434540389972,3.96935933147632,52.8245125348189,0.372939021198639,"09:00","17:00",8,"0.9%"
"874","永福街",24.6406619385343,43.8191489361702,40.4420803782506,1.77832677731939,"09:00","17:00",8,"13.5%"
"875","永吉路120巷",87.6229885057471,214.71724137931,124.172413793103,2.45046699548746,"08:00","20:00",12,"14.4%"
"876","永吉路127巷(含11弄)",10.82,22.94,12.6,2.12014787430684,"09:00","17:00",8,"22.8%"
"877","永吉路A",106.164215686275,170.237745098039,70.890522875817,1.60353226365001,"07:00","20:00",13,"18.5%"
"878","永吉路B",62.0159108989658,99.1766109785203,40.2140015910899,1.59921235600482,"07:00","20:00",13,"19.0%"
"879","永吉平面停車場",19.4526184538653,46.6982543640898,13.8316708229426,2.40061534517018,"07:00","20:00",13,"26.0%"
"880","雨農路",98.9264367816092,121.158620689655,143.809195402299,1.22473450607673,"09:00","17:00",8,"10.5%"
"881","雨聲街",190.461611374408,291.675829383886,275.316587677725,1.53141531922941,"09:00","17:00",8,"13.2%"
"882","玉成街",14.6218708827404,35.5375494071146,14.4479578392622,2.43043791674176,"09:00","17:00",8,"30.7%"
"883","玉成街A",60.1052631578947,134.789473684211,180.157894736842,2.24255691768827,"08:00","20:00",12,"6.2%"
"884","玉門街",23.3496332518337,46.4083129584352,35.9621026894865,1.98753926701571,"09:00","17:00",8,"16.1%"
"885","玉門街(大型車)",6.81868131868132,4.4532967032967,2.17032967032967,0.653102336825141,"09:00","17:00",8,"25.6%"
"886","育仁路",39.6868686868687,39.1212121212121,100.070707070707,0.985747009417155,"09:00","17:00",8,"4.9%"
"887","裕民二路",59.3333333333333,59.3333333333333,129,1,"09:00","17:00",8,"5.7%"
"888","裕民二路33巷",38.2413793103448,60.7379310344828,48.6873563218391,1.5882777276826,"09:00","17:00",8,"15.6%"
"889","裕民二路49巷",21.9583333333333,28.3333333333333,27.625,1.29032258064516,"09:00","17:00",8,"12.8%"
"890","裕民六路",48.0762886597938,75.2309278350515,65.0082474226804,1.56482394819231,"09:00","17:00",8,"14.5%"
"891","裕民四路",6.81818181818182,6.54545454545455,11.0909090909091,0.96,"09:00","17:00",8,"7.4%"
"892","裕民一路",25.6413793103448,29.9287356321839,18.7954022988506,1.16720459028151,"09:00","17:00",8,"19.9%"
"893","園區街",58.3293333333333,120.105333333333,51.1986666666667,2.05908976615539,"07:00","20:00",13,"18.0%"
"894","樟新街",24.84,44.96,27.84,1.80998389694042,"09:00","17:00",8,"20.2%"
"895","長安東路2段153巷",28.9919540229885,57.3091954022988,17.0770114942529,1.97672758989811,"07:00","20:00",13,"25.8%"
"896","長安東路二段A",30.4773722627737,43.7554744525547,14.6941605839416,1.43567083393208,"07:00","20:00",13,"22.9%"
"897","長安東路二段B",24.9232558139535,36.3593023255814,17.6337209302326,1.45885042455911,"07:00","20:00",13,"15.9%"
"898","長安東路二段C",18.1880530973451,22.9004424778761,7.61578171091445,1.25909256781413,"07:00","20:00",13,"23.1%"
"899","長安東路一段",47.0555555555556,85.687865497076,39.7858187134503,1.82099359970173,"07:00","20:00",13,"16.6%"
"900","長安東路一段52巷",16.9815880322209,30.3291139240506,9.97698504027618,1.7859998644711,"07:00","20:00",13,"23.4%"
"901","長安西路A",36.3467417538214,60.5205148833467,30.119066773934,1.66508776201332,"08:00","17:00",9,"22.3%"
"902","長安西路B",68.0817813765182,114.396761133603,49.8275303643725,1.68028448757745,"07:00","20:00",13,"17.7%"
"903","長春路137巷",28.2804597701149,58.3954022988506,15.9034482758621,2.06486750121931,"07:00","20:00",13,"28.2%"
"904","長春路258巷",10.3586206896552,15.6344827586207,4.71034482758621,1.50932090545939,"07:00","20:00",13,"25.5%"
"905","長春路A",43.1002838221381,62.5203405865658,22.8732261116367,1.45057839629475,"07:00","20:00",13,"21.0%"
"906","長春路B",66.8877005347594,141.679144385027,56.2032085561497,2.11816437480013,"07:00","20:00",13,"19.4%"
"907","長春路C",55.7910189982729,91.2452504317789,32.8592400690846,1.63548277249791,"07:00","19:00",12,"23.1%"
"908","長春路D",52.0737365368683,93.6420878210439,32.0314830157415,1.79825943073521,"07:00","20:00",13,"22.5%"
"909","長春路E",57.7061728395062,94.8197530864198,37.0008230452675,1.64314749047965,"07:00","20:00",13,"19.7%"
"910","長春路F",90.7990155865463,155.643970467596,58.0172272354389,1.71415922807271,"07:00","20:00",13,"20.6%"
"911","長春路G",66.0436781609195,80.8942528735632,62.3908045977011,1.22485989766438,"07:00","17:00",10,"13.0%"
"912","長春路H(大車)",14.8654292343387,10.5754060324826,3.15313225058005,0.711409395973154,"07:00","20:00",13,"25.8%"
"913","長沙街二段",60.9259259259259,105.277777777778,86.8758169934641,1.72796352583587,"09:00","17:00",8,"15.1%"
"914","長沙街一段（累進計時）",93.4747126436782,172.504597701149,79.8781609195402,1.84546807176322,"09:00","17:00",8,"27.0%"
"915","長順、雙園堤外平面大型車",22.2147806004619,8.8891454965358,77.6004618937644,0.400145545274977,"09:00","17:00",8,"1.4%"
"916","長順、雙園堤外平面小型車",79.0506912442396,31.38133640553,241.918202764977,0.396977381368777,"09:00","17:00",8,"1.6%"
"917","長順街",13.8636363636364,16.9559659090909,31.3948863636364,1.22305327868852,"09:00","16:00",7,"7.7%"
"918","長順街60巷",18.8502304147465,7.02764976958525,44.2165898617512,0.372815059283706,"09:00","17:00",8,"2.0%"
"919","長順街底堤外",16.837962962963,7.06712962962963,28.1759259259259,0.419714050041243,"09:00","17:00",8,"3.1%"
"920","長興街",19.1574712643678,37.8873563218391,23.2436781609195,1.97768044639107,"09:00","17:00",8,"20.4%"
"921","詔安街",36.8095238095238,67.6428571428571,113.761904761905,1.83764553686934,"09:00","17:00",8,"7.4%"
"922","振華街",27.2938090241343,32.98740818468,24.1479538300105,1.20860405213179,"09:00","17:00",8,"17.1%"
"923","振興街",4.5473441108545,7.8175519630485,4.69745958429561,1.7191467750127,"09:00","17:00",8,"20.8%"
"924","鎮江街",13.7321428571429,20.0714285714286,5.05357142857143,1.46163849154746,"07:00","20:00",13,"30.6%"
"925","鄭州路",364.27816091954,364.27816091954,414.896551724138,1,"09:00","17:00",8,"11.0%"
"926","鄭州路143巷",11.6596244131455,27.8521126760563,14.1596244131455,2.38876585464063,"09:00","17:00",8,"24.6%"
"927","鄭州路26巷",9.83140877598152,26.8060046189376,23.8036951501155,2.72656800563777,"09:00","17:00",8,"14.1%"
"928","植福路",165.725165562914,256.253311258278,318.064569536424,1.54625467042299,"12:00","20:00",8,"10.1%"
"929","植福路286巷",54.9566037735849,97.2245283018868,110.116981132075,1.76911456724002,"12:00","20:00",8,"11.0%"
"930","指南路2段",9.16,12.47,6.79,1.36135371179039,"09:00","17:00",8,"23.0%"
"931","至誠公園旁無名巷",18.8888888888889,54.7777777777778,79.2222222222222,2.9,"09:00","17:00",8,"8.6%"
"932","至誠路二段",67.5068965517241,92.9735632183908,92.0689655172414,1.37724540702525,"09:00","17:00",8,"12.6%"
"933","至誠路一段",17.0665137614679,22.4678899082569,39.7408256880734,1.31648971912377,"09:00","17:00",8,"7.1%"
"934","至善公園平面",5.46543001686341,5.46543001686341,35.7588532883643,1,"09:00","17:00",8,"1.9%"
"935","至善路2段",18.8695652173913,18.8695652173913,25.7391304347826,1,"09:00","17:00",8,"9.2%"
"936","至善路二段",75.8327814569536,75.8327814569536,150.685430463576,1,"09:00","17:00",8,"6.3%"
"937","至善路一段",30.9889502762431,30.9889502762431,76.8913443830571,1,"09:00","17:00",8,"5.0%"
"938","至善路一段A大車",12.3715341959335,12.3715341959335,10.4510166358595,1,"09:00","17:00",8,"14.8%"
"939","致遠三路",7.25,7.25,14,1,"09:00","17:00",8,"6.5%"
"940","致遠一路1段",8.04838709677419,7.33870967741935,14.1451612903226,0.911823647294589,"09:00","17:00",8,"6.5%"
"941","中華路二段",104.724531377343,151.699266503667,129.013854930725,1.448555219188,"09:00","17:00",8,"14.7%"
"942","中華路二段300巷13弄",14.1434782608696,31.5130434782609,19.4202898550725,2.22809714110052,"09:00","17:00",8,"20.3%"
"943","中華路二段315巷",7.27209302325581,10.493023255814,5.48372093023256,1.44291653341861,"09:00","17:00",8,"23.9%"
"944","中華路二段364巷17弄及24弄",17.524,39.9373333333333,39.3866666666667,2.27900783687134,"09:00","17:00",8,"12.7%"
"945","中華路二段39巷",46.0919540229885,58.4252873563218,29.5034482758621,1.26758104738155,"09:00","17:00",8,"24.8%"
"946","中華路二段416巷",108.720357941834,256.102908277405,58.2527964205817,2.35561134203054,"09:00","17:00",8,"55.0%"
"947","中華路二段443巷",16.9701149425287,30.6252873563218,35.1126436781609,1.80465998374424,"09:00","17:00",8,"10.9%"
"948","中華路二段484巷",10.3314087759815,20.7759815242494,10.0508083140878,2.0109533921985,"09:00","17:00",8,"25.8%"
"949","中華路二段75巷",51.2031454783748,65.4036697247706,67.7287024901704,1.27733695095731,"09:00","17:00",8,"12.1%"
"950","中坡北路",30.0905763952425,57.5590118938701,20.9844464775846,1.9128584025054,"09:00","17:00",8,"34.3%"
"951","中坡南路",51.851030110935,86.9302694136292,66.2408874801902,1.67653890824623,"09:00","17:00",8,"16.4%"
"952","中山北路5段6段",25.2068965517241,64.4229885057471,31.7218390804598,2.55576835385317,"09:00","17:00",8,"25.4%"
"953","中山北路7段",33,61.3333333333333,49.6111111111111,1.85858585858586,"09:00","17:00",8,"15.5%"
"954","中山北路二段39巷",32.2137931034483,56.4436781609195,15.2712643678161,1.7521587097695,"07:00","20:00",13,"28.4%"
"955","中山北路二段45巷",16.1954022988506,22.7057471264368,8.9264367816092,1.40198722498226,"08:00","20:00",12,"21.2%"
"956","中山北路二段77巷",113.429310344828,229.376724137931,77.2137931034483,2.02219975983827,"07:00","20:00",13,"22.9%"
"957","中山北路六段",230.107103825137,339.630601092896,238.817486338798,1.47596747535004,"09:00","17:00",8,"17.8%"
"958","中山北路六段2巷",3.15437788018433,8.84331797235023,2.45161290322581,2.80350620891161,"09:00","17:00",8,"45.1%"
"959","中山北路六段405巷",46.0620689655172,59.4183908045977,27.0298850574713,1.28996356740031,"09:00","17:00",8,"27.5%"
"960","中山北路七段",106.914634146341,153.694013303769,91.7006651884701,1.43753953358151,"09:00","17:00",8,"21.0%"
"961","中山北路三段",7.40919540229885,17.367816091954,4.95747126436782,2.34408935774123,"09:00","17:00",8,"43.8%"
"962","中山北路五段A",15.905529953917,26.9124423963134,24.5483870967742,1.6920179632044,"09:00","17:00",8,"13.7%"
"963","中山北路五段B",46.3134447096261,79.5807478122514,45.903739061257,1.71830768173698,"07:00","20:00",13,"13.3%"
"964","中山北路五段C機車",192.495395948435,192.495395948435,453.064456721915,1,"12:00","20:00",8,"5.3%"
"965","中山北路一段",93.4746543778802,93.4746543778802,150.248847926267,1,"09:00","17:00",8,"7.8%"
"966","中山北路一段53巷",47.3448275862069,98.0758620689655,36.9977011494253,2.07152221412964,"07:00","20:00",13,"20.4%"
"967","中山路",18.7777777777778,18.7777777777778,55.5833333333333,1,"09:00","17:00",8,"4.2%"
"968","中山南路（機車計次）",96.6804597701149,96.6804597701149,73.7448275862069,1,"09:00","17:00",8,"16.4%"
"969","中山南路2巷（機車計次）",312.351724137931,312.351724137931,282,1,"09:00","17:00",8,"13.8%"
"970","中山南路二巷臨時平面",163.824116743472,205.100614439324,149.887096774194,1.25195617419678,"09:00","17:00",8,"17.1%"
"971","中央北路1段",10.1666666666667,9.5,14,0.934426229508197,"09:00","17:00",8,"8.5%"
"972","中央北路2段",37.8888888888889,37.6111111111111,98.6666666666667,0.99266862170088,"09:00","17:00",8,"4.8%"
